update_time,forecast_date,hi_max_c,hi_max_time,hi_class,effect_on_body,hour_count,is_complete_day,source,model
2026-09-18T17:02:16+08:00,2026-09-18,26.269130572684713,2026-09-18 13:00:00,低于注意级别,低于本表分级范围，不能据此认定没有热健康风险,24,True,Open-Meteo,ecmwf_ifs
2026-09-18T17:02:16+08:00,2026-09-19,26.651334854047015,2026-09-19 15:00:00,低于注意级别,低于本表分级范围，不能据此认定没有热健康风险,24,True,Open-Meteo,ecmwf_ifs
2026-09-18T17:02:16+08:00,2026-09-20,25.767156676945667,2026-09-20 15:00:00,低于注意级别,低于本表分级范围，不能据此认定没有热健康风险,24,True,Open-Meteo,ecmwf_ifs
2026-09-18T17:02:16+08:00,2026-09-21,27.830531049268785,2026-09-21 14:00:00,注意,长时间暴露或体力活动可能导致疲劳,24,True,Open-Meteo,ecmwf_ifs
2026-09-18T17:02:16+08:00,2026-09-22,27.842278871367874,2026-09-22 14:00:00,注意,长时间暴露或体力活动可能导致疲劳,24,True,Open-Meteo,ecmwf_ifs
2026-09-18T17:02:16+08:00,2026-09-23,28.476280029775317,2026-09-23 14:00:00,注意,长时间暴露或体力活动可能导致疲劳,24,True,Open-Meteo,ecmwf_ifs
2026-09-18T17:02:16+08:00,2026-09-24,25.7902526358959,2026-09-24 14:00:00,低于注意级别,低于本表分级范围，不能据此认定没有热健康风险,24,True,Open-Meteo,ecmwf_ifs
